"id","brand","title"
"65780a9b23d89fe1c8c3ee4e","Gigabyte","Mainboard Gigabyte B760 Aorus Master DDR4 (Wifi+Bluetooth)"
"65780aaf23d89fe1c8c3ee55","Gigabyte","Mainboard Gigabyte B760 Aorus Master DDR6 (Wifi+Bluetooth)"
"65780b5123d89fe1c8c3ee60","Gigabyte","Mainboard Gigabyte B760M D2H DDR4"
"65780b5f23d89fe1c8c3ee67","Gigabyte","Mainboard Gigabyte B760M D2H DDR6"
"65780bdf23d89fe1c8c3f029","Gigabyte","Gigabyte GP-UD850GM 850W 80 Plus Gold Full Modular"
"65780bee23d89fe1c8c3f030","Gigabyte","Gigabyte GP-UD850GM 650W 80 Plus Gold Full Modular"
"65780c6f23d89fe1c8c3f03b","Gigabyte","Vga Gigabyte GeForce RTX 4060 Ti EAGLE 8G (GV-N406TEAGLE-8GD)"
"65780c8223d89fe1c8c3f042","Gigabyte","Vga Gigabyte GeForce RTX 5060 Ti EAGLE 8G (GV-N406TEAGLE-8GD)"
"65780cc923d89fe1c8c3f04b","Gigabyte","Vga Gigabyte GeForce RTX 3060 Ti EAGLE OC D6X 8G (GV-N306TXEAGLE OC-8GD)"
"65780cd623d89fe1c8c3f052","Gigabyte","Vga Gigabyte GeForce RTX 3060 Ti EAGLE OC D8X 8G (GV-N306TXEAGLE OC-8GD)"
"65780d4323d89fe1c8c3f05d","Gigabyte","Mainboard Gigabyte Z790 AORUS ELITE X WIFI 7"
"65780d5023d89fe1c8c3f064","Gigabyte","Mainboard Gigabyte Z790 AORUS ELITE X WIFI 8"
"65780d5d23d89fe1c8c3f06b","Gigabyte","Mainboard Gigabyte Z790 AORUS ELITE X WIFI 6"
"65780dac23d89fe1c8c3f074","Gigabyte","Vga Gigabyte Quadro RTX6000 24GB GDDR6 -384-bit"
"65780dbc23d89fe1c8c3f07b","Gigabyte","Vga Gigabyte Quadro RTX6000 12GB GDDR6 -384-bit"
"65780e3923d89fe1c8c3f086","Gigabyte","Vga Gigabyte GeForce RTX 4080 AORUS XTREME WATERFORCE WB 16GB GDDR6X (GV-N4080AORUSX WB-16GD)"
"65780e4823d89fe1c8c3f08d","Gigabyte","Vga Gigabyte GeForce RTX 4080 AORUS XTREME WATERFORCE WB 8GB GDDR6X (GV-N4080AORUSX WB-16GD)"
"659ea0cf57d3da459170e7e3","SamSung","LCD LG 24GN65R-B 24 inch (1920x1080) FHD IPS 144Hz chuyên game  (5 lượt đánh giá)     Thương hiệu: LG     Mã hàng: MHLG0122"
"65a14d798f33e4509fa8f227","SamSung","LCD LG Gaming34WP65G-B.ATV 34 inch"
"65a1cd4e7a43739e1d397b18","SamSung","LCD LG 24GN65R-B 24 inch (1920x1080) FHD IPS 144Hz chuyên game"
